-1.599389110931957170e+01,-1.596784343503485815e+01,5.016361989570149404e+01,5.174364715926977709e+01,2.675742076401402869e+01,3.615295987568915592e+01,-3.588356408690163590e+01,2.916499331932419636e+01,-2.634224615587311291e+01,2.421305112006873728e+01
-1.006504333302431853e+01,-1.168477216259734064e+01,4.396437119602729382e+01,4.912481686348038323e+01,1.782257445903831794e+01,3.485124491538960712e+01,-3.761122293795907723e+01,2.460221751439152982e+01,-2.824241844000856005e+01,2.174000308266633397e+01
-1.596479117548099325e+01,-2.001193119777575191e+01,4.655017469872095148e+01,5.239162899544513863e+01,1.546104497786723186e+01,3.945824845984889606e+01,-4.011466265220731486e+01,2.216877403680506831e+01,-2.263125343072858797e+01,2.343868443549044400e+01
-9.426132101619410619e+00,-1.746950853817935823e+01,4.170281503693442460e+01,5.091398179924669165e+01,1.667585202296170976e+01,3.995913085608262350e+01,-3.616521652214012761e+01,2.178183078841749420e+01,-2.679774471288419235e+01,2.005827888593533359e+01
-1.172925193442041802e+01,-1.548312483972296505e+01,4.619058187798102466e+01,5.403429614508486623e+01,1.716030934056937696e+01,4.227073101445068914e+01,-3.774147756295184308e+01,1.959532647990424437e+01,-1.994265061573337761e+01,1.898411266382999685e+01
-8.162856730971238761e+00,-1.098045429704980336e+01,4.715088101331398462e+01,5.365146625310277528e+01,1.687751578477297798e+01,3.780779081531144215e+01,-3.713626168623914481e+01,2.170263642244035651e+01,-2.216073799251595133e+01,1.616622422893752287e+01
-6.865601205260583484e+00,-1.032452435453011930e+01,4.509724290464426844e+01,5.493665357415073913e+01,1.165241952188696750e+01,4.125574892469037991e+01,-3.251949308274352290e+01,1.900550845633689079e+01,-2.616612444894592926e+01,2.752341686453889125e+01
-1.017240259095745714e+01,-9.577876452943197449e+00,4.577404756552516574e+01,5.307684595472093747e+01,1.040961524888607137e+01,4.044835996461332428e+01,-3.741381258811932753e+01,1.565725047758844113e+01,-1.997786275557677627e+01,1.402158570554949613e+01
-1.285257042400450089e+01,-1.139234993467340651e+01,4.536630493674564235e+01,5.798416167385980202e+01,8.132352902419965446e+00,3.312425816251246857e+01,-3.506322233649925835e+01,2.129509442971395572e+01,-2.190270906996212119e+01,2.294672028087166993e+01
-1.437356659079798504e+01,-9.974339309368208006e+00,4.323631906575854345e+01,4.623605012861652597e+01,6.785820734312394187e+00,3.904361659540816731e+01,-3.659201443617202898e+01,2.713371462582252747e+01,-2.419200070941414538e+01,2.160175150945316958e+01
-1.065183979575860285e+01,-5.160155900037094234e+00,4.067558549959476011e+01,4.137366870991360912e+01,1.058719292505784004e+01,3.712446561131795164e+01,-3.272825066503082070e+01,3.143682370459820064e+01,-2.679260663439059797e+01,1.708244670229496620e+01
-3.632305413163734897e+00,-8.895995358732935898e+00,3.623741523058558300e+01,3.167546132071370479e+01,4.198451464992482229e+00,4.188374687098254157e+01,-3.241046516714008163e+01,3.470023217245979907e+01,-2.247659479690923234e+01,2.259662127040608937e+01
-1.500129708277211815e+00,-1.217322253158687317e+01,4.532355303293126525e+01,3.137272668480448701e+01,-6.423821321374241222e-01,4.145992057922063623e+01,-4.529342810885506054e+01,3.714603344745612645e+01,-1.613387626660229301e+01,2.553805952558324321e+01
-5.940552599937532818e+00,-2.013547069600042860e+01,4.418718117091285791e+01,2.626866253106599913e+01,1.231842333349773178e+01,4.527350638144649508e+01,-4.874159426404957429e+01,4.632717837507019709e+01,3.837976621015137368e+00,3.846605154588484510e+01
-1.240998090631063144e+00,-9.872162382184175300e+00,4.418143761348604670e+01,2.907572451796567137e+01,7.685250855801246672e+00,5.453565155013912147e+01,-4.663344675132783834e+01,4.234168352275992220e+01,3.132645086892226871e+00,3.272278346464502619e+01
6.599406775976739858e+00,-7.816490412002690569e+00,3.057361328019431568e+01,2.873546328198994360e+01,-1.737077849052632628e+00,5.819489383659352910e+01,-4.171119732180265061e+01,4.296915597991775826e+01,4.998687524616935107e+00,3.402528954307694420e+01
1.261129577425813686e+01,1.268264861240616881e+00,2.787884125479908448e+01,3.090836865652271115e+01,1.509657346961113333e+01,5.964074716406907584e+01,-4.749309467383574912e+01,4.558236005330959273e+01,-4.326271159290353552e+00,2.757630440613509393e+01
8.867135608582367823e+00,-5.477608949538821825e+00,3.501697145920466170e+01,3.162336332257247307e+01,8.672641991087309821e-01,5.711061756047018889e+01,-2.045508962396196750e+01,2.607052149700880506e+01,-1.738834293918091234e+01,2.358759001991323601e+01
2.228879358369680119e+01,-6.668327003170193557e+00,3.542135504786043754e+01,1.886521899942335523e+01,-3.286693910654086892e+00,5.680346428681563964e+01,-2.373495106590654213e+00,1.736778651038329357e+01,-2.690038284072464592e+01,3.179028246432143590e+01
3.265076578263829532e+01,-6.509891487296947332e+00,3.118171757384874354e+01,1.015315110596957915e+01,-8.559658866247231046e+00,6.438147353518198202e+01,-6.994880486009646070e+00,2.439002743328531153e+01,-2.755530169289568221e+01,2.717216992590481439e+01
2.607415278522473656e+01,-1.043206954685094345e+01,2.968307858652541142e+01,2.444239273122983036e+01,-1.133180504075352601e+01,5.109622824883814474e+01,-1.181300035638134105e+01,1.498625084387845874e+01,-1.618950785054854435e+01,4.372430322327782903e+01
3.434486176030285520e+01,-1.153710596196274629e+01,1.809935932560637895e+01,1.721171683303441569e+01,-1.712348052233613771e+01,5.107185638414023998e+01,-5.175613733560346041e+00,3.528602996417304638e+01,-2.374935767295831113e+01,5.105645672332817497e+01
3.663589325245894202e+01,9.508305247357432322e+00,8.435411697592755331e+00,8.274204594824404069e+00,-2.366666845968373423e+01,3.263559660930875594e+01,-1.579671097747779385e+01,2.650458993084285453e+01,-4.167402899622989310e+01,5.620446925688972328e+01
4.638487891466161273e+01,8.319428742166721236e+00,5.014420480343611430e+00,1.219530728655047902e+01,-2.266561104424134143e+01,1.983928965119411103e+01,-5.165758277646218533e-01,1.716422118504764427e+01,-4.361155455141507531e+01,5.953070112333190878e+01
4.091744136053729619e+01,1.477493723730549213e+01,6.760658147312621935e+00,6.326883813684448299e+00,-1.502344916915717121e+01,2.900440926471560132e+01,-9.406692392394974789e+00,1.764899877840431230e+01,-2.996139520762684683e+01,6.011569228466583326e+01
4.351747923021394371e+01,7.157039807293312350e+00,-9.077476935193534047e+00,9.391704570849974232e+00,-2.299136156717087331e+01,2.563624039301843993e+01,-3.686055541423831272e+01,4.528296440316291438e+01,-3.566294197050834924e+01,5.026871601020429381e+01
3.557727586209279025e+01,-2.798221367278779681e+00,-2.186166667666660235e+00,-1.726895889721151489e+00,-4.114423192598820123e+01,3.656709743497351894e+01,-4.188990406245099507e+01,3.757142121159716197e+01,-3.554631107731032813e+01,5.185406062598937638e+01
3.644852396994576793e+01,1.220218910766935450e+00,-8.171797420465324535e+00,-2.738922285344929985e+00,-2.511438572312432171e+01,2.056577492141742525e+01,-4.820632763246658214e+01,3.097576126042979894e+01,-2.673766879860017553e+01,6.054431942687969581e+01
3.492997694704214240e+01,4.060794205264230960e+00,-1.345892993535483662e+01,-5.677848215174650548e+00,-2.602970093019419551e+01,5.074611292541364449e+00,-4.858726042583284510e+01,3.800149969641305603e+01,-3.001019822110572832e+01,4.786258271125046093e+01
3.412619258674639156e+01,1.135553393151130308e+01,-1.240590661546177742e+01,-2.964557064333327219e+00,-1.882914577234076958e+01,4.177712154015138069e+00,-4.667354130907418863e+01,4.283846211616845778e+01,-3.856696859278211775e+01,4.240558296097542268e+01
1.952396824049451851e+01,9.185906616481007703e+00,-1.801796686268150438e+01,-9.660577421464113357e+00,-2.698921393302363470e+01,3.999297145213123184e-01,-4.132238265450126846e+01,3.756503289980596350e+01,-4.809145502209727141e+01,3.531957958734335534e+01
2.712959486439237011e+01,1.528471871053778841e+01,-9.249553857680545832e+00,-2.075104773194279772e+00,-2.597912279518320133e+01,6.130300040338916290e-01,-4.238432856366693358e+01,3.752549914243349605e+01,-3.113082724322710604e+01,3.276696309836038523e+01
2.575836504460868426e+01,8.803470615477372974e+00,-2.930510039243706899e+00,-1.284778817625058700e+01,-2.886048368450243728e+01,9.211948226147562480e+00,-2.460189781864268710e+01,3.765228199132546649e+01,-4.000773566764554801e+01,2.710117620631469038e+01
3.352287252335901258e+01,-4.135411278643489119e+00,3.271512814323480622e+00,-6.290082259823055466e+00,-3.967937332342027190e+01,5.916920564604559729e+00,-2.433088542658019193e+01,3.409380429941409574e+01,-3.697967996301570537e+01,4.838218312278601019e+01
2.560984749307093722e+01,-2.925143751072166509e+00,-3.430790630565224042e+00,-1.552736302662254708e+01,-3.558867620154455125e+01,1.006241014135516743e+01,-2.282046811553709276e+01,5.235207177738536899e+01,-3.020548418516193578e+01,5.099062522206701686e+01
1.842008358473346163e+01,2.961168383288901307e+00,-2.717937271196170101e+01,-1.539010822376523713e+01,-4.774731774723910860e+01,4.099238387506997761e+00,-2.794165214451547641e+01,4.526659057498289940e+01,-3.257170092761717228e+01,3.686196009155861475e+01
3.490106031244842910e+01,2.827578996712602155e+00,-1.878753094028422765e+01,-1.203062139020052435e+01,-4.770046450046000786e+01,7.384256093032553814e+00,-2.660252513532983798e+01,5.680340093873675045e+01,-2.348240625376257995e+01,3.295733853159390492e+01
4.167358361708397751e+01,1.139117811746307041e+01,-1.994848651911237170e+01,-1.570397149436232453e+01,-2.996618075145542903e+01,-4.874652852607884057e+00,-1.252483873119469138e+01,3.922108691725804874e+01,-2.478964443354025349e+01,3.787962428092084366e+01
2.978490054134101328e+01,1.960533662163583202e+01,-2.998997487822359886e+01,-7.432160531106323909e+00,-3.430830819492067718e+01,-6.809068571175027618e-01,-1.132356223056533828e+01,3.768322039664315781e+01,-2.285712450071702051e+01,2.549717909160617424e+01
1.686525172725957233e+01,2.788054928963287793e+01,-3.301408480001970247e+01,-1.796678549627487076e+00,-4.541601923797615825e+01,2.569856336919071005e+00,-2.751733485312072958e+00,3.783431788993256362e+01,-2.306781865782097896e+01,3.595120143270593616e+01
8.946508159677621919e+00,3.615184376031456281e+01,-2.905061564948587005e+01,-1.327145400870972480e+01,-6.230404692769284480e+01,-1.263245021237076138e+01,-1.162047537681202591e+01,4.849242403941440216e+01,-1.648188835700603150e+01,3.890695482154969653e+01
4.816060550754668768e+00,1.699761859270348552e+01,-3.371675956585018241e+01,-9.430895841577289218e+00,-5.905722867608916715e+01,-1.648635938770212306e+01,-1.092591996025810985e+01,6.568443270659739142e+01,-3.302315337947940321e+01,4.140758364024242155e+01
2.092959994351058839e+01,1.571574133619254532e+01,-2.674422071351182595e+01,-2.306884296881830210e+01,-4.285732256500554627e+01,-4.327272914919172209e+00,-1.541782997645701414e+01,5.432198636497338384e+01,-2.844460644599807253e+01,5.373152662875058638e+01
1.807114321194939066e+01,2.071620690766613748e+01,-2.996286413212157385e+01,-1.737287680163030856e+01,-4.046471878136400591e+01,-8.934359900597971915e+00,7.699689686323821780e-01,3.687315148237708939e+01,-2.789886273134002082e+01,4.160418262603328543e+01
2.480823660503509487e+01,2.717362364485826376e+01,-2.152879770381431612e+01,-3.859105579016709697e+01,-2.163658696414939442e+01,-4.048771984440955762e+00,-8.401036130449369921e+00,3.856249377085298846e+01,-6.333440164130309746e+00,4.732007732084188234e+01
1.846953239503230648e+01,2.325528003813557376e+01,-2.796917225769114523e+01,-1.442889625159076417e+01,-2.855950816209005794e+01,-7.410104080569723806e+00,4.004535338005233314e+00,4.222962770223837481e+01,2.298002558288860797e+00,5.246637814977970038e+01
1.747786301179596791e+01,3.298273033096735674e+01,-2.178186927498675374e+01,-1.220035712058431798e+01,-2.666336011884002133e+01,3.311850907180973191e+00,2.710105966262934984e+00,5.470222997872361503e+01,-1.081268688966521907e+01,3.779132314660579794e+01
2.242029019624545683e+01,4.629684194552381626e+01,-1.480291492795139874e+01,-1.112955033968390062e+01,-3.366210965653560550e+01,-3.369601876078904379e+00,-4.346711789655000935e+00,6.588441716878465115e+01,1.653461546554223283e+00,3.244200657401539445e+01
2.681316242224112401e+01,5.102555039074255916e+01,-1.956042639483286649e+01,-1.402753122099515615e+01,-3.616213109749295285e+01,-1.641002662880939056e+01,7.555113331190696613e+00,6.858758017341436641e+01,8.063145833985254640e+00,3.118648933854152006e+01
2.859936404866449777e+01,3.760561587566851216e+01,-8.669874939602605579e+00,-2.087562493631739402e-01,-4.064424575412735408e+01,-1.976127060433448790e+01,1.479663622688825786e+00,5.227323526419777977e+01,1.098833138153445788e+01,4.137295410039408239e+01
2.595507418287025914e+01,3.797230369253728810e+01,-5.922251450012579355e+00,-5.160913516834424453e-01,-4.730540533257826041e+01,-2.546100408851876296e+01,-4.808852969163036839e+00,3.512651094097009974e+01,1.453496536577586618e+01,4.560086451630401427e+01
1.942556698685232419e+01,5.830348959669807840e+01,-2.996633111750875322e+00,1.789366059039380730e+01,-6.444010291054489414e+01,-3.166973025571341083e+01,-1.789655238451646824e+01,3.523759688189261396e+01,7.101081352131985547e+00,3.218208443506475902e+01
2.811634278710524626e+01,5.896861669307992315e+01,-8.741461160818046139e+00,1.047359887336720696e+01,-7.969749714788090955e+01,-4.310869108043292641e+01,8.493050791770068386e+00,4.105040504570404636e+01,1.790928785414332580e+01,1.351436020675757277e+01
2.213437789581816162e+01,5.004223252465142480e+01,-2.159173450035062203e+01,2.047733321835407239e+01,-7.661487171072955960e+01,-3.803796710233640255e+01,5.015662130192283463e+00,5.324225012207543273e+01,1.591777829046696979e+01,2.387351421340760282e+01
